icao,iata,name,city,country,region,continent,kind,runways,longest_ft,lat,lon
OINN,NSH,Nowshahr Airport,Nowshahr,IR,IR-02,AS,medium_airport,1,6677,36.66429,51.46273
OINR,RZR,Ramsar Airport,Ramsar,IR,IR-02,AS,medium_airport,2,7448,36.90701,50.68732
OINZ,SRY,Sari Dasht-e Naz International Airport,Sari,IR,IR-02,AS,medium_airport,1,8688,36.64441,53.18876
OISF,FAZ,Fasa Airport,Fasa,IR,IR-07,AS,medium_airport,1,6502,28.89180,53.72330
OISL,LRR,Lar Airport,Lar,IR,IR-07,AS,medium_airport,1,10397,27.67470,54.38330
OISR,LFM,Lamerd Airport,Lamerd,IR,IR-07,AS,medium_airport,1,10020,27.37270,53.18880
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,Shiraz,IR,IR-07,AS,large_airport,2,14345,29.53920,52.58980
OISY,YES,Yasuj Airport,Yasuj,IR,IR-17,AS,medium_airport,1,8522,30.70224,51.54299
OITL,ADU,Ardabil Airport,Ardabil,IR,IR-24,AS,medium_airport,1,10823,38.32570,48.42440
OITR,OMH,Urmia Airport,Urmia,IR,IR-04,AS,medium_airport,1,10658,37.66810,45.06870
OITT,TBZ,Tabriz International Airport,Tabriz,IR,IR-03,AS,large_airport,2,11825,38.13390,46.23500
OITU,IMQ,Maku National Airport,Showt,IR,IR-04,AS,medium_airport,1,10827,39.19129,44.92851
OITZ,JWN,Zanjan Airport,Zanjan,IR,IR-19,AS,medium_airport,1,9840,36.77370,48.35940
OIYY,AZD,Shahid Sadooghi Airport,Yazd,IR,IR-21,AS,medium_airport,1,13446,31.90490,54.27650
OIZB,ACZ,Zabol Airport,Zabol,IR,IR-11,AS,medium_airport,1,9848,31.09830,61.54390
OIZC,ZBR,Chabahar Konarak International Airport,Konarak,IR,IR-11,AS,medium_airport,2,12514,25.44319,60.38217
OIZH,ZAH,Zahedan International Airport,Zahedan,IR,IR-11,AS,large_airport,2,14042,29.47570,60.90620
OIZI,IHR,Iranshahr Airport,Iranshahr,IR,IR-11,AS,medium_airport,1,7711,27.23610,60.72000
OJAI,AMM,Queen Alia International Airport,Amman,JO,JO-AM,AS,large_airport,2,12008,31.72260,35.99320
OJAM,ADJ,Marka International (Amman Civil) Airport,Amman,JO,JO-AM,AS,large_airport,1,10745,31.97270,35.99160
OJAQ,AQJ,King Hussein International Airport,Aqaba,JO,JO-AQ,AS,large_airport,1,9855,29.61160,35.01810
OJKF,,King Feisal Air Base,Al-Jafr,JO,JO-MN,AS,medium_airport,0,,30.34350,36.14770
OJMS,,Muwaffaq Salti Air Base,Al Azraq,JO,JO-AZ,AS,medium_airport,2,9777,31.82560,36.78200
OKAJ,XIJ,Ahmed Al Jaber Air Base,Ahmed Al Jaber AB,KW,KW-AH,AS,medium_airport,0,,28.93480,47.79190
OKAS,,Ali Al Salem Air Base,Al Damaikhi,KW,KW-JA,AS,medium_airport,2,9805,29.34690,47.52012
OKKK,KWI,Kuwait International Airport,Kuwait City,KW,KW-FA,AS,large_airport,3,15026,29.22449,47.96981
OLBA,BEY,Beirut Rafic Hariri International Airport,Beirut,LB,LB-JL,AS,large_airport,3,12467,33.81983,35.48744
OLKA,KYE,Rene Mouawad Air Base,Tripoli,LB,LB-AS,AS,medium_airport,1,9843,34.58930,36.01130
OLRA,,Rayak Air Base,Rayak,LB,LB-BI,AS,medium_airport,1,9740,33.85080,35.98770
OMAA,AUH,Zayed International Airport,Abu Dhabi,AE,AE-AZ,AS,large_airport,2,13471,24.44097,54.64924
OMAD,AZI,Al Bateen Executive Airport,Abu Dhabi,AE,AE-AZ,AS,large_airport,1,10499,24.42706,54.45987
OMAL,AAN,Al Ain International Airport,Al Ain,AE,AE-AZ,AS,large_airport,1,13123,24.26170,55.60920
OMAM,DHF,Al Dhafra Air Base,,AE,AE-AZ,AS,medium_airport,3,12012,24.24820,54.54770
OMBY,XSB,Sir Bani Yas Airport,Sir Bani Yas,AE,AE-AZ,AS,medium_airport,1,9272,24.28361,52.58028
OMDB,DXB,Dubai International Airport,Dubai,AE,AE-DU,AS,large_airport,2,14590,25.24979,55.37099
OMDM,NHD,Al Minhad Air Base,Dubai,AE,AE-DU,AS,medium_airport,1,12970,25.02680,55.36620
OMDW,DWC,Al Maktoum International Airport,Dubai(Jebel Ali),AE,AE-DU,AS,large_airport,2,14764,24.89617,55.16235
OMFJ,FJR,Fujairah International Airport,Fujairah,AE,AE-FU,AS,large_airport,1,10007,25.10841,56.32806
OMNK,,Sas Al Nakheel Air Base,Sas Al Nakheel,AE,AE-AZ,AS,medium_airport,0,,24.44128,54.51696
OMRK,RKT,Ras Al Khaimah International Airport,Ras Al Khaimah,AE,AE-RK,AS,large_airport,1,12336,25.61350,55.93880
OMSJ,SHJ,Sharjah International Airport,Sharjah,AE,AE-SH,AS,large_airport,1,13320,25.32860,55.51720
OODQ,DQM,Duqm International Airport,Duqm,OM,OM-WU,AS,large_airport,0,,19.50194,57.63417
OOKB,KHS,Khasab Airport,Khasab,OM,OM-MU,AS,medium_airport,1,8202,26.17100,56.24060
OOMA,MSH,RAFO Masirah,Masirah,OM,OM-SH,AS,medium_airport,2,10005,20.67540,58.89050
OOMN,MNH,Mussanah Airport,Al Masna'ah,OM,OM-BA,AS,medium_airport,0,,23.64056,57.48750
OOMS,MCT,Muscat International Airport,Muscat/Seeb,OM,OM-MA,AS,large_airport,2,13386,23.60022,58.28527
OORH,,Ras al Hadd Airport,Ras ar Ruays,OM,OM-SH,AS,medium_airport,0,,22.25691,59.74067
OOSA,SLL,Salalah International Airport,Salalah,OM,OM-ZU,AS,large_airport,1,13123,17.03870,54.09130
OOSH,OHS,Suhar International Airport,Suhar,OM,OM-BA,AS,large_airport,1,13173,24.38604,56.62541
OOTH,TTH,Thumrait Air Base,Thumrait,OM,OM-ZU,AS,medium_airport,1,13123,17.66600,54.02460
OP12,,Shamsi Airfield,Washuk,PK,PK-BA,AS,medium_airport,1,9120,27.84650,65.16000
OPBW,BHV,Bahawalpur Airport,Bahawalpur,PK,PK-PB,AS,medium_airport,1,9345,29.34810,71.71800
OPCH,CJL,Chitral Airport,Chitral,PK,PK-KP,AS,medium_airport,1,5741,35.88621,71.79992
OPDG,DEA,Dera Ghazi Khan Airport,Dera Ghazi Khan,PK,PK-PB,AS,medium_airport,1,6499,29.96100,70.48590
OPDI,DSK,Dera Ismael Khan Airport [IN-ACTIVE],Dera Ismael Khan,PK,PK-KP,AS,medium_airport,1,5000,31.90940,70.89660
OPFA,LYP,Faisalabad International Airport,Faisalabad,PK,PK-PB,AS,large_airport,2,9324,31.36492,72.99532
OPGT,GIL,Gilgit Airport,Gilgit,PK,PK-GB,AS,medium_airport,2,5400,35.91880,74.33360
OPGW,GWD,New Gwadar International Airport,Gurandani,PK,PK-BA,AS,large_airport,1,6503,25.29673,62.49882
OPIS,ISB,Islamabad International Airport,Attock,PK,PK-PB,AS,large_airport,2,12001,33.54900,72.82566
OPJA,JAG,Shahbaz Air Base,Jacobabad,PK,PK-SD,AS,medium_airport,2,10081,28.28420,68.44970
OPKC,KHI,Jinnah International Airport,Karachi,PK,PK-SD,AS,large_airport,2,11155,24.90650,67.16080
OPLA,LHE,Allama Iqbal International Airport,Lahore,PK,PK-PB,AS,large_airport,2,11024,31.52160,74.40360
OPMA,XJM,Mangla Airport,Mangla,PK,PK-PB,AS,medium_airport,1,5000,33.05010,73.63840
OPMI,MWD,Mianwali Air Base,Mianwali,PK,PK-PB,AS,medium_airport,2,10348,32.56310,71.57070
OPMJ,MJD,Moenjodaro Airport,Moenjodaro,PK,PK-SD,AS,medium_airport,1,6512,27.33520,68.14310
OPMR,,Masroor Air Base,Karachi,PK,PK-SD,AS,medium_airport,2,9022,24.89360,66.93880
OPMS,ATG,Minhas Air Base,Kamra,PK,PK-PB,AS,medium_airport,1,9950,33.86910,72.40090
OPMT,MUX,Multan International Airport,Multan,PK,PK-PB,AS,large_airport,1,12353,30.20320,71.41910
OPNH,WNS,Shaheed Benazirabad Airport,Nawabashah,PK,PK-SD,AS,medium_airport,1,8999,26.21940,68.39010
OPPG,PJG,Panjgur Airport,Panjgur,PK,PK-BA,AS,medium_airport,1,5000,26.95450,64.13250
OPPI,PSI,Pasni Airport,Pasni,PK,PK-BA,AS,medium_airport,1,8999,25.29050,63.34510
OPPS,PEW,Bacha Khan International Airport,Peshawar,PK,PK-KP,AS,large_airport,1,9000,33.99390,71.51460
OPQT,UET,Quetta International Airport,Quetta,PK,PK-BA,AS,large_airport,2,12001,30.25140,66.93780
OPRK,RYK,Shaikh Zaid Airport,Rahim Yar Khan,PK,PK-PB,AS,medium_airport,1,9842,28.38390,70.27960
OPRN,,PAF Base Nur Khan (Benazir Bhutto International Airport),Rawalpindi,PK,PK-PB,AS,medium_airport,1,10785,33.61670,73.09920
OPRQ,,Rafiqui Air Base,Shorkot,PK,PK-PB,AS,medium_airport,2,10000,30.75810,72.28250
OPRS,,Risalpur Air Base,Risalpur,PK,PK-KP,AS,medium_airport,2,9085,34.08110,71.97260
OPRT,RAZ,Rawalakot Airport,Rawalakot,PK,PK-JK,AS,medium_airport,1,2958,33.84970,73.79810
OPSD,KDU,Skardu International Airport,Skardu,PK,PK-GB,AS,large_airport,2,11995,35.33866,75.53865
OPSF,,Faisal Air Base,Karachi,PK,PK-SD,AS,medium_airport,1,8060,24.87420,67.11850
OPSK,SKZ,Begum Nusrat Bhutto International Airport Sukkur,Sukkur,PK,PK-SD,AS,medium_airport,1,9000,27.72200,68.79170
OPSN,SYW,Sehwan Sharif Airport,Sehwan Sharif,PK,PK-SD,AS,medium_airport,1,6562,26.47310,67.71720
OPSR,SGI,Mushaf Air Base,Sargodha,PK,PK-PB,AS,medium_airport,0,,32.04860,72.66500
OPSS,SDT,Saidu Sharif Airport,Saidu Sharif,PK,PK-KP,AS,medium_airport,1,5745,34.81360,72.35280
OPST,SKT,Sialkot International Airport,Sialkot,PK,PK-PB,AS,large_airport,1,11811,32.53594,74.36462
OPSU,SUL,Sui Airport,Sui,PK,PK-BA,AS,medium_airport,2,6000,28.64510,69.17690
OPTU,TUK,Turbat International Airport,Turbat,PK,PK-BA,AS,large_airport,2,9022,25.98477,63.02886
OPZB,PZH,Zhob Airport,Fort Sandeman,PK,PK-BA,AS,medium_airport,1,6001,31.35840,69.46360
ORAA,IQA,Al Asad Air Base,Hīt,IQ,IQ-AN,AS,medium_airport,3,13124,33.78560,42.44120
ORAT,TQD,Al Taqaddum Air Base,Al Habbaniyah,IQ,IQ-AN,AS,medium_airport,2,13186,33.33810,43.59710
ORBD,,Balad Southeast Airport / Joint Base Balad,Al Bakr,IQ,IQ-SD,AS,medium_airport,2,11495,33.94020,44.36160
ORBI,BGW,Baghdad International Airport / New Al Muthana Air Base,Baghdad,IQ,IQ-BG,AS,large_airport,2,13124,33.26250,44.23460
ORBM,OSM,Mosul International Airport,Mosul,IQ,IQ-NI,AS,large_airport,1,8695,36.30580,43.14740
ORER,EBL,Erbil International Airport,Arbil,IQ,IQ-AR,AS,large_airport,1,15748,36.23605,43.94662
ORJA,,Jalibah Southeast Air Base,Jalibah,IQ,IQ-BA,AS,medium_airport,0,,30.54652,46.60278
ORKK,KIK,Kirkuk International Airport,Kirkuk,IQ,IQ-TS,AS,large_airport,2,9809,35.46950,44.34890
ORMM,BSR,Basra International Airport,Basra,IQ,IQ-BA,AS,large_airport,1,13124,30.54910,47.66210
ORNI,NJF,Al Najaf International Airport,Najaf,IQ,IQ-NA,AS,large_airport,1,9842,31.99112,44.40502
ORQW,RQW,Qayyarah West Airport,Qayyarah,IQ,IQ-NI,AS,medium_airport,1,11486,35.76720,43.12510
ORSH,,Al Sahra Army Air Field,Tikrit,IQ,IQ-SD,AS,medium_airport,1,10225,34.67320,43.54300
ORSJ,ISU,Jalal Talabani International Airport,Sulaymaniyah,IQ,IQ-SW,AS,medium_airport,0,,35.56049,45.31514
ORTF,,Tall Afar Army Air Field,Tall Afar,IQ,IQ-NI,AS,medium_airport,1,9842,36.28310,42.40300
ORTI,,Al Taji Army Air Field,Taji,IQ,IQ-BG,AS,medium_airport,1,5770,33.52390,44.25670
ORTL,XNH,Ali Air Base,Nasiriyah,IQ,IQ-DQ,AS,medium_airport,2,10935,30.93580,46.09010
ORUB,,Ubaydah Bin Al Jarrah Airport,Al Kut,IQ,IQ-WA,AS,medium_airport,2,11666,32.48200,45.75710
OS57,,Abu ad Duhur Air Base,Abu ad Duhur,SY,SY-HL,AS,medium_airport,1,9810,35.73220,37.10420
OS64,,An Nasiriyah Air Base,,SY,SY-DI,AS,medium_airport,1,9842,33.91900,36.86660
OS69,,Khalkhalah Air Base,Buraq,SY,SY-SU,AS,medium_airport,2,9995,33.07730,36.55821
OS70,,Al Qusayr Air Base,Al-Qusayr,SY,SY-HI,AS,medium_airport,1,10000,34.56910,36.57280
OSAP,ALP,Aleppo International Airport,Aleppo,SY,SY-HL,AS,large_airport,1,9547,36.18126,37.22687
OSDI,DAM,Damascus International Airport,Damascus,SY,SY-DI,AS,large_airport,1,11811,33.41150,36.51560
OSDZ,DEZ,Deir ez-Zor Airport,Deir ez-Zor,SY,SY-DY,AS,medium_airport,2,9843,35.28540,40.17600
OSKL,KAC,Qamishli International Airport,Qamishli,SY,SY-HA,AS,medium_airport,1,11860,37.02060,41.19140
OSLK,LTK,Latakia International Airport,Latakia,SY,SY-LA,AS,medium_airport,1,9175,35.40110,35.94870
OSPR,PMS,Palmyra Airport,Tadmur,SY,SY-HI,AS,medium_airport,1,9449,34.55740,38.31690
OTBD,DIA,Doha International Airport,Doha,QA,QA-DA,AS,large_airport,1,15000,25.25943,51.56553
OTBH,XJD,Al Udeid Air Base,Ar Rayyan,QA,QA-RA,AS,medium_airport,1,12303,25.11730,51.31500
OTHH,DOH,Hamad International Airport,Doha,QA,QA-DA,AS,large_airport,2,15912,25.27306,51.60806
OY74,,Al Anad Air Base,Al Anad,YE,YE-LA,AS,medium_airport,1,9250,13.17470,44.76510
OYAA,ADE,Aden International Airport,Aden,YE,YE-AD,AS,large_airport,1,10171,12.82956,45.02998
OYAT,AXK,Ataq Airport,Ataq,YE,YE-SH,AS,medium_airport,1,9482,14.55130,46.82620
OYGD,AAY,Al Ghaydah International Airport,Al Ghaydah,YE,YE-MR,AS,medium_airport,1,8858,16.19334,52.17419
OYHD,,Hodeida International Airport,Hodeida,YE,YE-HU,AS,medium_airport,0,,14.75204,42.97597
OYRN,RIY,Riyan International Airport,Mukalla(Riyan),YE,YE-HD,AS,large_airport,1,9843,14.66224,49.37529
OYSN,SAH,Sanaa International Airport,Sanaa,YE,YE-SA,AS,large_airport,1,10669,15.47630,44.21970
OYSQ,SCT,Socotra Airport,Mori,YE,YE-SU,AS,medium_airport,1,10827,12.63209,53.90617
OYSY,GXF,Seiyun Hadhramaut International Airport,Seiyun,YE,YE-HD,AS,large_airport,1,9843,15.96589,48.78815
OYTZ,TAI,Taiz International Airport,Taiz,YE,YE-TA,AS,medium_airport,1,10040,13.68600,44.13910
PAAQ,PAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",Palmer,US,US-AK,NA,medium_airport,3,6006,61.59490,-149.08901
PABA,BTI,Barter Island Long Range Radar Station Airport,Barter Island,US,US-AK,NA,medium_airport,1,4500,70.13400,-143.58200
PABE,BET,Bethel Airport,Bethel,US,US-AK,NA,medium_airport,3,6400,60.77980,-161.83800
PABI,BIG,Allen Army Airfield,Delta Junction Ft Greely,US,US-AK,NA,medium_airport,3,9000,63.99450,-145.72200
PABR,BRW,Wiley Post Will Rogers Memorial Airport,Utqiaġvik,US,US-AK,NA,medium_airport,1,7100,71.28540,-156.76601
PABV,,Birchwood Airport,Birchwood,US,US-AK,NA,medium_airport,2,4012,61.41650,-149.50700
PACD,CDB,Cold Bay Airport,Cold Bay,US,US-AK,NA,medium_airport,2,10179,55.20787,-162.72503
PACL,,Clear Airport,Clear,US,US-AK,NA,medium_airport,1,3997,64.29974,-149.11743
PACV,CDV,Merle K (Mudhole) Smith Airport,Cordova,US,US-AK,NA,medium_airport,2,7500,60.49180,-145.47800
PACZ,CZF,Cape Romanzof LRRS Airport,Cape Romanzof,US,US-AK,NA,medium_airport,1,3955,61.78030,-166.03900
PADE,DRG,Deering Airport,Deering,US,US-AK,NA,medium_airport,2,3320,66.06890,-162.76691
PADK,ADK,Adak Airport,Adak,US,US-AK,NA,medium_airport,1,7790,51.88356,-176.64278
PADL,DLG,Dillingham Airport,Dillingham,US,US-AK,NA,medium_airport,1,6400,59.04470,-158.50500
PADQ,ADQ,Kodiak Airport,Kodiak,US,US-AK,NA,medium_airport,3,7534,57.75000,-152.49400
PADU,DUT,Tom Madsen (Dutch Harbor) Airport,Unalaska,US,US-AK,NA,medium_airport,1,4500,53.89881,-166.54500
PAED,EDF,Elmendorf Air Force Base,Anchorage,US,US-AK,NA,medium_airport,2,10000,61.25171,-149.80710
PAEH,EHM,Cape Newenham LRRS Airport,Cape Newenham,US,US-AK,NA,medium_airport,1,3945,58.64640,-162.06300
PAEI,EIL,Eielson Air Force Base,Fairbanks,US,US-AK,NA,medium_airport,1,14530,64.66570,-147.10200
PAEM,EMK,Emmonak Airport,Emmonak,US,US-AK,NA,medium_airport,1,4601,62.78610,-164.49100
PAEN,ENA,Kenai Municipal Airport,Kenai,US,US-AK,NA,medium_airport,3,7855,60.57095,-151.24517
PAFA,FAI,Fairbanks International Airport,Fairbanks,US,US-AK,NA,medium_airport,4,11800,64.81510,-147.85600
PAFB,FBK,Ladd Army Airfield,Fairbanks,US,US-AK,NA,medium_airport,1,8575,64.83750,-147.61400
PAFE,,Kake Airport,Kake,US,US-AK,NA,medium_airport,1,4000,56.96131,-133.91020
PAFM,ABL,Ambler Airport,Ambler,US,US-AK,NA,medium_airport,2,4000,67.10553,-157.85534
PAGA,GAL,Edward G. Pitka Sr Airport,Galena,US,US-AK,NA,medium_airport,2,6000,64.73620,-156.93700
PAGK,GKN,Gulkana Airport,Gulkana,US,US-AK,NA,medium_airport,1,5001,62.15586,-145.45466
PAGM,GAM,Gambell Airport,Gambell,US,US-AK,NA,medium_airport,1,4500,63.76769,-171.73330
PAGS,GST,Gustavus Airport,Gustavus,US,US-AK,NA,medium_airport,2,6720,58.42530,-135.70700
PAHC,HCR,Holy Cross Airport,Holy Cross,US,US-AK,NA,medium_airport,1,4000,62.18830,-159.77499
PAHL,HSL,Huslia Airport,Huslia,US,US-AK,NA,medium_airport,1,4000,65.69790,-156.35100
PAHN,HNS,Haines Airport,Haines,US,US-AK,NA,medium_airport,1,4000,59.24392,-135.52392
PAHO,HOM,Homer Airport,Homer,US,US-AK,NA,medium_airport,1,6701,59.64446,-151.47923
PAII,EGX,Egegik Airport,Egegik,US,US-AK,NA,medium_airport,2,5600,58.18439,-157.37487
PAIK,IAN,Bob Baker Memorial Airport,Kiana,US,US-AK,NA,medium_airport,1,4000,66.97613,-160.43901
PAIL,ILI,Iliamna Airport,Iliamna,US,US-AK,NA,medium_airport,4,5086,59.75440,-154.91100
PAIM,UTO,Indian Mountain LRRS Airport,Utopia Creek,US,US-AK,NA,medium_airport,1,4100,65.99280,-153.70399
PAJN,JNU,Juneau International Airport,Juneau,US,US-AK,NA,medium_airport,2,8857,58.35493,-134.57442
PAKN,AKN,King Salmon Airport,King Salmon,US,US-AK,NA,medium_airport,3,8901,58.67784,-156.65196
PAKP,AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,US,US-AK,NA,medium_airport,1,4800,68.13360,-151.74300
PAKT,KTN,Ketchikan International Airport,Ketchikan,US,US-AK,NA,medium_airport,1,7500,55.35560,-131.71400
PAKW,KLW,Klawock Airport,Klawock,US,US-AK,NA,medium_airport,1,5000,55.57920,-133.07600
PALU,LUR,Cape Lisburne LRRS Airport,Cape Lisburne,US,US-AK,NA,medium_airport,1,4800,68.87510,-166.11000
PAMC,MCG,McGrath Airport,McGrath,US,US-AK,NA,medium_airport,2,5936,62.95290,-155.60600
PAMR,MRI,Merrill Field,Anchorage,US,US-AK,NA,medium_airport,3,4000,61.21279,-149.84399
PAMY,MYU,Mekoryuk Airport,Mekoryuk,US,US-AK,NA,medium_airport,1,3070,60.37234,-166.26975
PANC,ANC,Ted Stevens Anchorage International Airport,Anchorage,US,US-AK,NA,large_airport,3,12400,61.17900,-149.99256
PANI,ANI,Aniak Airport,Aniak,US,US-AK,NA,medium_airport,1,6200,61.58160,-159.54300
PANN,ENN,Nenana Municipal Airport,Nenana,US,US-AK,NA,medium_airport,3,4600,64.54877,-149.07452
PANT,ANN,Annette Island Airport,Metlakatla,US,US-AK,NA,medium_airport,2,7493,55.03766,-131.57261
PANV,ANV,Anvik Airport,Anvik,US,US-AK,NA,medium_airport,1,4000,62.64670,-160.19099
PAOM,OME,Nome Airport,Nome,US,US-AK,NA,medium_airport,2,6176,64.51220,-165.44501
PAOR,ORT,Northway Airport,Northway,US,US-AK,NA,medium_airport,1,5100,62.96130,-141.92900
PAOT,OTZ,Ralph Wien Memorial Airport,Kotzebue,US,US-AK,NA,medium_airport,2,6300,66.88470,-162.59900
PAPB,STG,St George Airport,St George,US,US-AK,NA,medium_airport,1,4982,56.57735,-169.66382
PAPC,KPC,Port Clarence Coast Guard Station,Port Clarence,US,US-AK,NA,medium_airport,1,4497,65.25370,-166.85899
PAPG,PSG,Petersburg James A Johnson Airport,Petersburg,US,US-AK,NA,medium_airport,1,6400,56.80170,-132.94501
PAPH,PTH,Port Heiden Airport,Port Heiden,US,US-AK,NA,medium_airport,2,5000,56.95789,-158.63022
PAPM,PTU,Platinum Airport,Platinum,US,US-AK,NA,medium_airport,1,5000,59.01767,-161.82793
PAQT,NUI,Nuiqsut Airport,Nuiqsut,US,US-AK,NA,medium_airport,1,4343,70.21000,-151.00600
PARC,ARC,Arctic Village Airport,Arctic Village,US,US-AK,NA,medium_airport,1,4500,68.11470,-145.57899
PARY,RBY,Ruby Airport,Ruby,US,US-AK,NA,medium_airport,1,4000,64.72720,-155.47000
PASA,SVA,Savoonga Airport,Savoonga,US,US-AK,NA,medium_airport,1,4400,63.68640,-170.49300
PASC,SCC,Deadhorse Airport,Deadhorse,US,US-AK,NA,medium_airport,1,6500,70.19470,-148.46500
PASD,SDP,Sand Point Airport,Sand Point,US,US-AK,NA,medium_airport,1,4000,55.31391,-160.52210
PASI,SIT,Sitka Rocky Gutierrez Airport,Sitka,US,US-AK,NA,medium_airport,1,7200,57.04710,-135.36200
PASN,SNP,St Paul Island Airport,St Paul Island,US,US-AK,NA,medium_airport,1,6500,57.16631,-170.22255
PASV,SVW,Sparrevohn LRRS Airport,Sparrevohn,US,US-AK,NA,medium_airport,1,4200,61.09740,-155.57401
PASX,SXQ,Soldotna Airport,Soldotna,US,US-AK,NA,medium_airport,1,5001,60.47494,-151.03847
PASY,SYA,Eareckson Air Station,Shemya,US,US-AK,NA,medium_airport,1,10004,52.71230,174.11400
PATK,TKA,Talkeetna Airport,Talkeetna,US,US-AK,NA,medium_airport,1,3500,62.32050,-150.09399
PATL,TLJ,Tatalina LRRS Airport,Takotna,US,US-AK,NA,medium_airport,1,3820,62.89440,-155.97701
PATQ,ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,US,US-AK,NA,medium_airport,1,4370,70.46704,-157.43601
PAUN,UNK,Unalakleet Airport,Unalakleet,US,US-AK,NA,medium_airport,2,5900,63.88840,-160.79900
PAVD,VDZ,Valdez Pioneer Field,Valdez,US,US-AK,NA,medium_airport,1,6500,61.13271,-146.24657
PAWD,SWD,Seward Airport,Seward,US,US-AK,NA,medium_airport,2,4249,60.13048,-149.41861
PAWG,WRG,Wrangell Airport,Wrangell,US,US-AK,NA,medium_airport,1,6000,56.48430,-132.37000
PAWI,AIN,Wainwright Airport,Wainwright,US,US-AK,NA,medium_airport,1,4494,70.63800,-159.99499
PAWS,WWA,Wasilla Airport,Wasilla,US,US-AK,NA,medium_airport,2,3700,61.57170,-149.53999
PAYA,YAK,Yakutat Airport,Yakutat,US,US-AK,NA,medium_airport,2,7732,59.50872,-139.66044
PCIS,CIS,Canton Island Airport,Abariringa,KI,KI-P,OC,medium_airport,0,,-2.76812,-171.71001
PFYU,FYU,Fort Yukon Airport,Fort Yukon,US,US-AK,NA,medium_airport,1,5000,66.57165,-145.24999
PGRO,ROP,Rota International Airport,Rota Island,MP,MP-U-A,OC,large_airport,1,6000,14.17327,145.24110
PGSN,SPN,Saipan International Airport,"I Fadang, Saipan",MP,MP-U-A,OC,medium_airport,1,8700,15.11938,145.72885
PGUA,UAM,Andersen Air Force Base,Yigo,GU,GU-U-A,OC,medium_airport,2,11185,13.58400,144.93000
PGUM,GUM,Antonio B. Won Pat International Airport,Hagåtña,GU,GU-U-A,OC,large_airport,2,12015,13.48500,144.79728
PGWT,TIQ,Francisco Manglona Borja / Tinian International Airport,Tinian Island,MP,MP-U-A,OC,medium_airport,1,8600,14.99921,145.61936
PHBK,BKH,Barking Sands Airport,Kekaha,US,US-HI,OC,medium_airport,1,6002,22.02280,-159.78500
PHHN,HNM,Hana Airport,Hana,US,US-HI,OC,medium_airport,1,3606,20.79560,-156.01401
PHIK,,Hickam Air Force Base,Honolulu,US,US-HI,OC,medium_airport,0,,21.33528,-157.94833
PHJH,JHM,Kapalua Airport,Lahaina,US,US-HI,OC,medium_airport,1,3000,20.96290,-156.67300
PHJR,JRF,Kalaeloa Airport,Kapolei,US,US-HI,OC,medium_airport,3,8365,21.30740,-158.07001
PHKO,KOA,Ellison Onizuka Kona International Airport at Keāhole,Kailua-Kona,US,US-HI,OC,large_airport,1,11000,19.73878,-156.04560
PHLI,LIH,Lihue Airport,"Lihue, Kauai",US,US-HI,OC,large_airport,2,6500,21.97439,-159.33715
PHMK,MKK,Molokai Airport,Kaunakakai,US,US-HI,OC,medium_airport,2,4494,21.15290,-157.09599
PHMU,MUE,Waimea Kohala Airport,Waimea (Kamuela),US,US-HI,OC,medium_airport,1,5197,20.00130,-155.66800
PHNG,NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe,US,US-HI,OC,medium_airport,1,7771,21.45050,-157.76800
PHNL,HNL,Daniel K. Inouye International Airport,"Honolulu, Oahu",US,US-HI,OC,large_airport,6,12360,21.31839,-157.92567
PHNY,LNY,Lanai Airport,Lanai City,US,US-HI,OC,medium_airport,1,5001,20.78568,-156.95132
PHOG,OGG,Kahului International Airport,Kahului,US,US-HI,OC,large_airport,2,6998,20.89626,-156.43184
PHTO,ITO,Hilo International Airport,Hilo,US,US-HI,OC,medium_airport,2,9800,19.72135,-155.04543
PKMJ,MAJ,Marshall Islands International Airport,Majuro Atoll,MH,MH-MAJ,OC,large_airport,1,7897,7.06511,171.27166
PKWA,KWA,Bucholz Army Air Field,Kwajalein,MH,MH-KWA,OC,medium_airport,1,6668,8.72012,167.73199
PLCH,CXI,Cassidy International Airport,Kiritimati,KI,KI-L,OC,large_airport,1,6900,1.98628,-157.35001
PMDY,MDY,Henderson Field,Sand Island,UM,UM-71,OC,medium_airport,1,7904,28.20170,-177.38100
PPIZ,PIZ,Point Lay LRRS Airport,Point Lay,US,US-AK,NA,medium_airport,1,3519,69.73290,-163.00501
PTKK,TKK,Chuuk International Airport,Weno Island,FM,FM-TRK,OC,large_airport,1,6006,7.46187,151.84300
PTPN,PNI,Pohnpei International Airport,Pohnpei Island,FM,FM-PNI,OC,medium_airport,1,6600,6.98508,158.20992
PTRO,ROR,Roman Tmetuchl International Airport,Babelthuap Island,PW,PW-004,OC,large_airport,1,7200,7.36697,134.54408
PTSA,KSA,Kosrae International Airport,Okat,FM,FM-KSA,OC,large_airport,1,5750,5.35698,162.95799
PTYA,YAP,Yap International Airport,Yap Island,FM,FM-YAP,OC,large_airport,1,6000,9.49891,138.08299
