icao,iata,name,city,country,region,continent,kind,runways,longest_ft,lat,lon
PWAK,AWK,Wake Island Airfield,Wake Island,UM,UM-79,OC,medium_airport,1,9843,19.28244,166.63664
RCAY,,Gangshan Air Force Base,Kaohsiung (Gangshan),TW,TW-KHH,AS,medium_airport,3,8019,22.78250,120.26300
RCBS,KNH,Kinmen Airport,Shang-I,TW,TW-X-KM,AS,medium_airport,1,9843,24.42790,118.35900
RCDC,,Pingtung Air Force Base,Pingtung,TW,TW-PIF,AS,medium_airport,1,7828,22.67258,120.46171
RCFG,LZN,Matsu Nangan Airport,Matsu (Nangan),TW,TW-LIE,AS,medium_airport,1,5180,26.15966,119.95838
RCFN,TTT,Taitung Airport,Taitung City,TW,TW-TTT,AS,medium_airport,1,7999,22.75486,121.10179
RCKH,KHH,Kaohsiung International Airport,Kaohsiung (Xiaogang),TW,TW-KHH,AS,large_airport,1,10335,22.57710,120.35000
RCKU,CYI,Chiayi Airport,Shuishang,TW,TW-CYQ,AS,medium_airport,3,10007,23.46258,120.39054
RCKW,HCN,Hengchun Airport,Hengchun,TW,TW-PIF,AS,medium_airport,1,5577,22.04110,120.73000
RCLY,KYD,Lanyu Airport,Orchid Island,TW,TW-TTT,AS,medium_airport,1,3852,22.02700,121.53500
RCMQ,RMQ,Taichung International Airport / Ching Chuang Kang Air Base,Taichung (Qingshui),TW,TW-TXG,AS,large_airport,1,12000,24.26470,120.62100
RCMT,MFK,Matsu Beigan Airport,Matsu (Beigan),TW,TW-LIE,AS,medium_airport,1,3773,26.22414,120.00268
RCNN,TNN,Tainan International Airport / Tainan Air Base,Tainan (Rende),TW,TW-TNN,AS,large_airport,2,10007,22.95040,120.20600
RCPO,HSZ,Hsinchu Air Base,Hsinchu City,TW,TW-HSZ,AS,medium_airport,1,11955,24.81800,120.93900
RCQC,MZG,Penghu Magong Airport,Huxi,TW,TW-PEN,AS,large_airport,1,9843,23.56870,119.62800
RCQS,,Chihhang Air Base,Taitung City,TW,TW-TTT,AS,medium_airport,1,11055,22.79310,121.18200
RCSQ,,Pingtung Air Force Base North,Pingtung,TW,TW-PIF,AS,medium_airport,1,8012,22.70020,120.48200
RCSS,TSA,Taipei Songshan International Airport,Taipei (Songshan),TW,TW-TPE,AS,large_airport,1,8547,25.06724,121.55282
RCTP,TPE,Taiwan Taoyuan International Airport,Taoyuan,TW,TW-TAO,AS,large_airport,2,12008,25.07770,121.23300
RCYU,HUN,Hualien Chiashan Airport,Hualien City,TW,TW-HUA,AS,large_airport,2,9022,24.02316,121.61799
RJAA,NRT,Narita International Airport,Narita,JP,JP-12,AS,large_airport,2,13123,35.76858,140.38871
RJAF,MMJ,Shinshu-Matsumoto Airport,Matsumoto,JP,JP-20,AS,medium_airport,1,6560,36.16680,137.92300
RJAH,IBR,Ibaraki Airport,Omitama,JP,JP-08,AS,large_airport,2,8858,36.18146,140.41443
RJAW,IWO,Ioto (Iwo Jima) Airbase,Ogasawara,JP,JP-13,AS,medium_airport,1,8700,24.78415,141.32261
RJBB,KIX,Kansai International Airport,Osaka,JP,JP-27,AS,large_airport,2,13123,34.42730,135.24400
RJBD,SHM,Nanki Shirahama Airport,Shirahama,JP,JP-30,AS,medium_airport,1,6560,33.66220,135.36400
RJBE,UKB,Kobe Airport,Kobe,JP,JP-28,AS,large_airport,1,8202,34.63280,135.22400
RJBT,TJH,Konotori Tajima Airport,Toyooka,JP,JP-28,AS,medium_airport,1,3937,35.51280,134.78700
RJCB,OBO,Tokachi-Obihiro Airport,Obihiro,JP,JP-01,AS,medium_airport,1,8202,42.73330,143.21700
RJCC,CTS,New Chitose Airport,Sapporo,JP,JP-01,AS,large_airport,2,9843,42.77475,141.69041
RJCH,HKD,Hakodate Airport,Hakodate,JP,JP-01,AS,large_airport,1,9842,41.77000,140.82201
RJCJ,,JASDF Chitose Air Base,Chitose,JP,JP-01,AS,medium_airport,2,13124,42.79450,141.66600
RJCK,KUH,Kushiro Airport,Kushiro,JP,JP-01,AS,medium_airport,1,8202,43.04100,144.19299
RJCM,MMB,Memanbetsu Airport,Ōzora,JP,JP-01,AS,medium_airport,1,8202,43.88060,144.16400
RJCN,SHB,Nakashibetsu Airport,Nakashibetsu,JP,JP-01,AS,medium_airport,1,6560,43.57750,144.96001
RJCO,OKD,Sapporo Okadama Airport,Sapporo,JP,JP-01,AS,medium_airport,1,4920,43.11745,141.38134
RJCS,,JASDF Kenebetsu Airfield,Betsukai,JP,JP-01,AS,medium_airport,0,,43.42515,144.74135
RJCT,,Tokachi Airport,Obihiro,JP,JP-01,AS,medium_airport,2,4920,42.89050,143.15801
RJCW,WKJ,Wakkanai Airport,Wakkanai,JP,JP-01,AS,medium_airport,1,6560,45.40420,141.80099
RJDA,AXJ,Amakusa Airport,Amakusa,JP,JP-43,AS,medium_airport,1,3281,32.48250,130.15900
RJDB,IKI,Iki Airport,Iki,JP,JP-42,AS,medium_airport,1,4331,33.74900,129.78500
RJDC,UBJ,Yamaguchi Ube Airport,Ube,JP,JP-35,AS,medium_airport,1,8200,33.93000,131.27901
RJDT,TSJ,Tsushima Airport,Tsushima,JP,JP-42,AS,medium_airport,1,6234,34.28490,129.33099
RJEB,MBE,Monbetsu Airport,Monbetsu,JP,JP-01,AS,medium_airport,1,6562,44.30390,143.40401
RJEC,AKJ,Asahikawa Airport,Higashikagura,JP,JP-01,AS,medium_airport,1,8200,43.67080,142.44701
RJEO,OIR,Okushiri Airport,Okushiri Island,JP,JP-01,AS,medium_airport,1,4922,42.07170,139.43300
RJER,RIS,Rishiri Airport,Rishiri,JP,JP-01,AS,medium_airport,1,5906,45.24200,141.18600
RJFA,,JASDF Ashiya Air Base,Ashiya,JP,JP-40,AS,medium_airport,1,5380,33.88310,130.65300
RJFC,KUM,Yakushima Airport,Yakushima,JP,JP-46,AS,medium_airport,1,4921,30.38560,130.65900
RJFE,FUJ,Fukue Airport,Goto,JP,JP-42,AS,medium_airport,1,6561,32.66630,128.83299
RJFF,FUK,Fukuoka Airport,Fukuoka,JP,JP-40,AS,large_airport,2,9186,33.58590,130.45100
RJFG,TNE,New Tanegashima Airport,Tanegashima,JP,JP-46,AS,medium_airport,1,6544,30.60510,130.99100
RJFK,KOJ,Kagoshima Airport,Kagoshima,JP,JP-46,AS,large_airport,1,9840,31.80340,130.71899
RJFM,KMI,Miyazaki Airport,Miyazaki,JP,JP-45,AS,large_airport,1,8200,31.87720,131.44900
RJFO,OIT,Oita Airport,Oita,JP,JP-44,AS,medium_airport,1,9840,33.47940,131.73700
RJFR,KKJ,Kitakyushu Airport,Kitakyushu,JP,JP-40,AS,large_airport,1,8202,33.84590,131.03500
RJFS,HSG,Kyushu Saga International Airport,Saga,JP,JP-41,AS,large_airport,1,6562,33.14970,130.30200
RJFT,KMJ,Kumamoto Airport,Kumamoto,JP,JP-43,AS,large_airport,1,9840,32.83730,130.85500
RJFU,NGS,Nagasaki Airport,Nagasaki,JP,JP-42,AS,large_airport,1,9840,32.91690,129.91400
RJFY,,JMSDF Kanoya Air Base,Kanoya,JP,JP-46,AS,medium_airport,2,7382,31.36672,130.83881
RJFZ,,JASDF Tsuiki Air Base,Tsuiki,JP,JP-40,AS,medium_airport,1,7870,33.68500,131.03999
RJGG,NGO,Chubu Centrair International Airport,Tokoname,JP,JP-23,AS,large_airport,1,11483,34.85840,136.80499
RJKA,ASJ,Amami Airport,Amami,JP,JP-46,AS,medium_airport,1,6560,28.43060,129.71300
RJKB,OKE,Okinoerabu Airport,Wadomari,JP,JP-46,AS,medium_airport,1,4430,27.43160,128.70556
RJKI,KKX,Kikai Airport,Kikai,JP,JP-46,AS,medium_airport,1,4307,28.32130,129.92799
RJKN,TKN,Tokunoshima Airport,Amagi,JP,JP-46,AS,medium_airport,1,6561,27.83638,128.88136
RJNA,NKM,Nagoya Airport / JASDF Komaki Air Base,Nagoya,JP,JP-23,AS,medium_airport,1,8990,35.25576,136.92409
RJNF,FKJ,Fukui Airport,Fukui,JP,JP-18,AS,medium_airport,1,4329,36.14280,136.22400
RJNG,QGU,Gifu Airport,Gifu,JP,JP-21,AS,medium_airport,1,8860,35.39410,136.86999
RJNH,,JASDF Hamamatsu Air Base,Hamamatsu,JP,JP-22,AS,medium_airport,1,8366,34.75020,137.70300
RJNK,KMQ,Komatsu Airport / JASDF Komatsu Air Base,Kanazawa,JP,JP-17,AS,large_airport,1,8876,36.39341,136.40689
RJNO,OKI,Oki Global Geopark Airport,Okinoshima,JP,JP-32,AS,medium_airport,2,6531,36.17839,133.32357
RJNS,FSZ,Mount Fuji Shizuoka Airport,Makinohara / Shimada,JP,JP-22,AS,large_airport,1,7218,34.79502,138.19098
RJNT,TOY,Toyama Kitokito Airport,Toyama,JP,JP-16,AS,medium_airport,1,6562,36.64842,137.18736
RJNW,NTQ,Noto Satoyama Airport,Wajima,JP,JP-17,AS,medium_airport,1,6562,37.29310,136.96201
RJNY,,JASDF Shizuhama Air Base,Yaizu,JP,JP-22,AS,medium_airport,1,4920,34.81280,138.29800
RJOA,HIJ,Hiroshima Airport,Hiroshima,JP,JP-34,AS,large_airport,1,9842,34.43610,132.91901
RJOB,OKJ,Okayama Momotaro Airport,Okayama,JP,JP-33,AS,large_airport,1,9843,34.75690,133.85500
RJOC,IZO,Izumo Enmusubi Airport,Izumo,JP,JP-32,AS,medium_airport,1,6562,35.41360,132.89000
RJOF,,JASDF Hofu Airfield,Hofu,JP,JP-35,AS,medium_airport,2,4856,34.03475,131.54872
RJOH,YGJ,Yonago Kitaro Airport / JASDF Miho Air Base,Yonago,JP,JP-31,AS,medium_airport,1,8202,35.49220,133.23599
RJOI,IWK,Iwakuni Kintaikyo Airport,Iwakuni,JP,JP-35,AS,medium_airport,2,8000,34.14633,132.24724
RJOK,KCZ,Kochi Ryoma Airport,Nankoku,JP,JP-39,AS,large_airport,1,8203,33.54522,133.67017
RJOM,MYJ,Matsuyama Airport,Matsuyama,JP,JP-38,AS,large_airport,1,8200,33.82689,132.70011
RJOO,ITM,Osaka Itami International Airport,Osaka,JP,JP-27,AS,large_airport,2,9840,34.78085,135.44083
RJOR,TTJ,Tottori Sand Dunes Conan Airport,Tottori,JP,JP-31,AS,medium_airport,1,6562,35.53006,134.16502
RJOS,TKS,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,Tokushima,JP,JP-36,AS,large_airport,1,6560,34.13256,134.60782
RJOT,TAK,Takamatsu Airport,Takamatsu,JP,JP-37,AS,large_airport,1,8200,34.21496,134.01545
RJOW,IWJ,Iwami Airport,Masuda,JP,JP-32,AS,medium_airport,1,6562,34.67640,131.78999
RJOY,,Yao Airport,Yao,JP,JP-27,AS,medium_airport,2,4890,34.59630,135.60300
RJSA,AOJ,Aomori Airport,Aomori,JP,JP-02,AS,large_airport,1,9846,40.73378,140.68948
RJSC,GAJ,Yamagata Airport,Higashine,JP,JP-06,AS,medium_airport,1,6560,38.41190,140.37100
RJSD,SDS,Sado Airport,Sado,JP,JP-15,AS,medium_airport,1,3390,38.06020,138.41400
RJSF,FKS,Fukushima Airport,Sukagawa,JP,JP-07,AS,medium_airport,1,8202,37.22740,140.43100
RJSH,HHE,JMSDF Hachinohe Air Base / Hachinohe Airport,Hachinohe,JP,JP-02,AS,medium_airport,3,7380,40.55118,141.46543
RJSI,HNA,Iwate Hanamaki Airport,Hanamaki,JP,JP-03,AS,medium_airport,1,8202,39.42860,141.13500
RJSK,AXT,Akita Airport,Akita,JP,JP-05,AS,medium_airport,1,8200,39.61560,140.21899
RJSM,MSJ,Misawa Airport / Misawa Air Base,Misawa,JP,JP-02,AS,medium_airport,1,10000,40.70320,141.36800
RJSN,KIJ,Niigata Airport,Niigata,JP,JP-15,AS,large_airport,2,8200,37.95417,139.11219
RJSR,ONJ,Odate Noshiro Airport,Kitaakita,JP,JP-05,AS,medium_airport,1,6562,40.19190,140.37100
RJSS,SDJ,Sendai Airport,Natori,JP,JP-04,AS,large_airport,2,9842,38.13970,140.91701
RJST,,JASDF Matsushima Air Base,Ishinomaki,JP,JP-04,AS,medium_airport,2,8860,38.40490,141.22000
RJSY,SYO,Shonai Airport,Shonai,JP,JP-06,AS,medium_airport,1,6560,38.81220,139.78700
RJTA,NJA,JMSDF Atsugi Air Base / Naval Air Facility Atsugi,Ayase / Yamato,JP,JP-14,AS,medium_airport,1,8000,35.45460,139.45000
RJTE,,JMSDF Tateyama Air Base,Tateyama,JP,JP-12,AS,medium_airport,1,984,34.98710,139.82899
RJTF,,Chofu Airport,Chofu,JP,JP-13,AS,medium_airport,1,2625,35.67170,139.52800
RJTH,HAC,Hachijojima Airport,Hachijojima,JP,JP-13,AS,medium_airport,1,6563,33.11484,139.78564
RJTJ,,Iruma Air Base,Sayama,JP,JP-13,AS,medium_airport,1,6562,35.84190,139.41100
RJTK,,JGSDF Kisarazu Airfield,Kisarazu,JP,JP-12,AS,medium_airport,1,6004,35.39830,139.91000
RJTL,,JMSDF Shimofusa Air Base,Matsudo,JP,JP-12,AS,medium_airport,1,7380,35.79890,140.01100
RJTO,OIM,Oshima Airport,Izu Oshima,JP,JP-13,AS,medium_airport,1,5905,34.78200,139.36000
RJTQ,MYE,Miyakejima Airport,Miyakejima,JP,JP-13,AS,medium_airport,1,4350,34.07360,139.56000
RJTT,HND,Tokyo Haneda International Airport,Tokyo,JP,JP-13,AS,large_airport,4,11024,35.54968,139.78696
RJTU,,Utsunomiya Air Field,Utsunomiya,JP,JP-09,AS,medium_airport,1,5570,36.51450,139.87101
RJTY,OKO,Yokota Air Base,Fussa,JP,JP-13,AS,medium_airport,1,11000,35.74850,139.34801
RKJB,MWX,Muan International Airport,Muan (Piseo-ri),KR,KR-46,AS,large_airport,1,9186,34.99141,126.38281
RKJJ,KWJ,Gwangju Airport,Gwangju,KR,KR-29,AS,medium_airport,2,9300,35.12317,126.80544
RKJK,KUV,Gunsan Airport / Gunsan Air Base,Gunsan,KR,KR-45,AS,medium_airport,1,9000,35.90380,126.61600
RKJY,RSU,Yeosu Airport,Yeosu,KR,KR-46,AS,medium_airport,1,6890,34.84230,127.61700
RKNN,KAG,Gangneung Airport (K-18),Gangneung,KR,KR-42,AS,medium_airport,1,9000,37.75360,128.94392
RKNW,WJU,Wonju Airport / Hoengseong Air Base (K-38/K-46),Wonju,KR,KR-42,AS,medium_airport,1,9000,37.43711,127.96005
RKNY,YNY,Yangyang International Airport,Gonghang-ro,KR,KR-42,AS,large_airport,1,8202,38.06048,128.66982
RKPC,CJU,Jeju International Airport,Jeju City,KR,KR-49,AS,large_airport,2,10433,33.51206,126.49255
RKPD,JDG,Jeongseok Airport,Jeju Island,KR,KR-49,AS,medium_airport,2,7589,33.39960,126.71200
RKPK,PUS,Gimhae International Airport,Busan,KR,KR-26,AS,large_airport,2,10499,35.17950,128.93800
RKPS,HIN,Sacheon Airport / Sacheon Air Base,Sacheon,KR,KR-48,AS,medium_airport,2,9000,35.08859,128.07175
RKPU,USN,Ulsan Airport,Ulsan,KR,KR-31,AS,medium_airport,1,6561,35.59350,129.35201
RKSG,,Camp Humphreys (A-511) Desiderio Army Airfield,Pyeongtaek,KR,KR-41,AS,medium_airport,1,8217,36.96236,127.03113
RKSI,ICN,Incheon International Airport,Seoul,KR,KR-28,AS,large_airport,4,13123,37.46910,126.45100
RKSM,SSN,Seoul Air Base (K-16),Seongnam,KR,KR-41,AS,medium_airport,2,9700,37.44474,127.11272
RKSO,OSN,Osan Air Base,Pyeongtaek,KR,KR-41,AS,medium_airport,2,9004,37.09146,127.02945
RKSS,GMP,Seoul Gimpo International Airport,Seoul,KR,KR-11,AS,large_airport,2,11811,37.55830,126.79100
RKSW,SWU,Suwon Airport,Suwon,KR,KR-41,AS,medium_airport,3,9000,37.23940,127.00700
RKTH,KPO,Pohang Airport (G-815/K-3),Pohang,KR,KR-47,AS,medium_airport,1,7000,35.98795,129.42038
RKTI,JWO,Jungwon Air Base/Chungju Airport,Gimseang-ro,KR,KR-43,AS,medium_airport,2,9330,37.03024,127.88635
RKTN,TAE,Daegu International Airport,Daegu,KR,KR-27,AS,large_airport,2,9039,35.89439,128.65699
RKTU,CJJ,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Cheongju,KR,KR-43,AS,large_airport,2,9000,36.71556,127.50029
RKTY,YEC,Yecheon Airbase,Yecheon-ri,KR,KR-47,AS,medium_airport,1,9000,36.63037,128.34971
ROAH,OKA,Naha International Airport,Naha,JP,JP-47,AS,large_airport,2,9840,26.19244,127.63980
RODN,DNA,Kadena Air Base,Okinawa,JP,JP-47,AS,large_airport,2,12100,26.35167,127.76944
ROIG,ISG,New Ishigaki Airport,Ishigaki,JP,JP-47,AS,medium_airport,1,6562,24.39639,124.24500
ROKJ,UEO,Kumejima Airport,Kumejima,JP,JP-47,AS,medium_airport,1,6562,26.36344,126.71384
ROMD,MMD,Minamidaito Airport,Minamidaito,JP,JP-47,AS,medium_airport,1,4921,25.84650,131.26300
ROMY,MMY,Miyako Airport,Miyakojima,JP,JP-47,AS,medium_airport,1,6560,24.78280,125.29500
RORE,IEJ,Iejima Airport,Ie,JP,JP-47,AS,medium_airport,1,4920,26.72254,127.78680
RORK,KTD,Kitadaito Airport,Kitadaitōjima,JP,JP-47,AS,medium_airport,1,4921,25.94470,131.32700
RORS,SHI,Shimojishima Airport,Miyakojima,JP,JP-47,AS,medium_airport,1,9842,24.82670,125.14500
RORT,TRA,Tarama Airport,Tarama,JP,JP-47,AS,medium_airport,1,4921,24.65379,124.67545
RORY,RNJ,Yoron Airport,Yoron,JP,JP-46,AS,medium_airport,1,4340,27.04385,128.40165
ROTM,,Futenma Marine Corps Air Station,,JP,JP-47,AS,medium_airport,1,9000,26.27430,127.75600
ROYN,OGN,Yonaguni Airport,Yonaguni,JP,JP-47,AS,medium_airport,1,4920,24.46730,122.97983
RPLB,SFS,Subic Bay International Airport / Naval Air Station Cubi Point,Olongapo,PH,PH-ZMB,AS,large_airport,1,9003,14.79483,120.27188
RPLC,CRK,Clark International Airport / Clark Air Base,Mabalacat,PH,PH-PAM,AS,large_airport,1,10499,15.18600,120.56000
RPLH,LLC,Cagayan North International Airport,Lal-lo,PH,PH-CAG,AS,medium_airport,1,6890,18.18239,121.74622
RPLI,LAO,Laoag International Airport,Laoag City,PH,PH-ILN,AS,large_airport,1,9120,18.17509,120.53101
RPLK,DRP,Bicol International Airport,Legazpi,PH,PH-ALB,AS,large_airport,1,8202,13.11191,123.67683
RPLL,MNL,Ninoy Aquino International Airport,Manila (Pasay),PH,PH-00,AS,large_airport,2,12261,14.50860,121.02000
RPLS,SGL,Danilo Atienza Air Base,Cavite,PH,PH-CAV,AS,medium_airport,1,7769,14.49540,120.90400
RPLT,,Itbayat Jorge Abad Airport,Itbayat,PH,PH-BTN,AS,medium_airport,1,2628,20.72252,121.80997
RPLU,LBX,Lubang Airport,Lubang,PH,PH-MDC,AS,medium_airport,1,4135,13.85540,120.10500
RPMA,AAV,Allah Valley Airport,Surallah,PH,PH-SCO,AS,medium_airport,1,4396,6.36790,124.75243
RPMB,,Rajah Buayan Air Base,General Santos City,PH,PH-SCO,AS,medium_airport,1,5577,6.10548,125.23488
RPMC,CBO,Cotabato (Awang) Airport,Datu Odin Sinsuat,PH,PH-MDN,AS,medium_airport,1,6234,7.16475,124.20994
RPMD,DVO,Francisco Bangoy International Airport,Davao,PH,PH-DVO,AS,large_airport,1,9842,7.12552,125.64600
RPME,BXU,Bancasi Airport,Butuan,PH,PH-BTC,AS,medium_airport,1,6877,8.95150,125.47880
RPMF,BPH,Bislig Airport,Bislig,PH,PH-SUR,AS,medium_airport,1,3937,8.19505,126.32102
RPMG,DPL,Dipolog Airport,Dipolog,PH,PH-ZAN,AS,medium_airport,1,6273,8.60198,123.34188
RPMH,CGM,Camiguin Airport,Mambajao,PH,PH-CAM,AS,medium_airport,1,3945,9.25389,124.70911
RPMJ,JOL,Jolo Airport,Jolo,PH,PH-SLU,AS,medium_airport,1,4144,6.05367,121.01100
RPMN,TWT,Sanga Sanga Airport,Bongao,PH,PH-TAW,AS,medium_airport,1,6102,5.04820,119.74334
RPMO,OZC,Labo Airport,Ozamiz,PH,PH-MSC,AS,medium_airport,1,5720,8.17851,123.84200
RPMP,PAG,Pagadian Airport,Pagadian,PH,PH-ZAS,AS,medium_airport,1,6574,7.82563,123.45964
RPMQ,MXI,Mati National Airport,Mati,PH,PH-DAO,AS,medium_airport,1,5330,6.94909,126.27368
RPMR,GES,General Santos International Airport,General Santos,PH,PH-SCO,AS,large_airport,1,10587,6.05721,125.09624
RPMS,SUG,Surigao Airport,Surigao City,PH,PH-SUN,AS,medium_airport,1,5603,9.75584,125.48095
RPMW,TDG,Tandag Airport,Tandag,PH,PH-SUR,AS,medium_airport,1,4765,9.07200,126.17132
RPMY,CGY,Laguindingan International Airport,Laguindingan,PH,PH-MSR,AS,large_airport,1,6890,8.61220,124.45650
RPMZ,ZAM,Zamboanga International Airport,Zamboanga,PH,PH-ZMC,AS,large_airport,1,8560,6.92242,122.06000
RPSP,TAG,Bohol-Panglao International Airport,Panglao,PH,PH-BOH,AS,large_airport,1,8202,9.57305,123.77014
RPUB,BAG,Loakan Airport,Baguio,PH,PH-BAG,AS,medium_airport,1,5912,16.37503,120.61995
RPUD,DTE,Daet Airport,Daet,PH,PH-CAN,AS,medium_airport,1,3773,14.12920,122.98000
RPUH,SJI,San Jose Airport,San Jose,PH,PH-MDC,AS,medium_airport,1,6024,12.36150,121.04700
RPUM,MBO,Mamburao Airport,Mamburao,PH,PH-MDC,AS,medium_airport,1,4265,13.20805,120.60546
RPUN,WNP,Naga Airport,Naga,PH,PH-CAS,AS,medium_airport,1,4599,13.58490,123.27000
RPUO,BSO,Basco Airport,Basco,PH,PH-BTN,AS,medium_airport,1,4101,20.45130,121.98000
RPUR,BQA,Dr. Juan C. Angara Airport,Baler,PH,PH-AUR,AS,medium_airport,1,3937,15.72931,121.50003
RPUS,SFE,San Fernando Airport,San Fernando,PH,PH-LUN,AS,medium_airport,1,3937,16.59560,120.30300
RPUT,TUG,Tuguegarao Airport,Tuguegarao City,PH,PH-CAG,AS,medium_airport,1,6455,17.64337,121.73315
RPUV,VRC,Virac Airport,Virac,PH,PH-CAT,AS,medium_airport,1,5118,13.57640,124.20600
RPUW,MRQ,Marinduque Airport,Gasan,PH,PH-MAD,AS,medium_airport,1,4785,13.36100,121.82600
RPUY,CYZ,Cauayan Airport,Cauayan City,PH,PH-ISA,AS,medium_airport,1,6890,16.92990,121.75300
RPVA,TAC,Daniel Z. Romualdez Airport,Tacloban City,PH,PH-LEY,AS,medium_airport,1,7014,11.22776,125.02778
RPVB,BCD,Bacolod-Silay International Airport,Bacolod City,PH,PH-NEC,AS,large_airport,1,6562,10.77624,123.01888
RPVC,CYP,Calbayog Airport,Calbayog City,PH,PH-WSA,AS,medium_airport,1,4843,12.07257,124.54508
RPVD,DGT,Sibulan Airport,Dumaguete City,PH,PH-NER,AS,medium_airport,1,6220,9.33418,123.30191
RPVE,MPH,Godofredo P. Ramos Airport,Caticlan,PH,PH-AKL,AS,medium_airport,1,5905,11.92450,121.95400
RPVF,CRM,Catarman National Airport,Catarman,PH,PH-NSA,AS,medium_airport,1,4429,12.50161,124.63526
RPVI,ILO,Iloilo International Airport,Cabatuan,PH,PH-ILI,AS,large_airport,1,8202,10.83302,122.49336
RPVJ,MBT,Moises R. Espinosa Airport,Masbate,PH,PH-MAS,AS,medium_airport,1,4199,12.36968,123.63009
RPVK,KLO,Kalibo International Airport,Kalibo,PH,PH-AKL,AS,large_airport,1,7175,11.67940,122.37600
RPVM,CEB,Mactan Cebu International Airport,Cebu City/Lapu-Lapu City,PH,PH-CEB,AS,large_airport,2,10860,10.30926,123.97974
RPVO,OMC,Ormoc Airport,Ormoc City,PH,PH-LEY,AS,medium_airport,1,6120,11.05771,124.56562
RPVP,PPS,Puerto Princesa International Airport / PAF Antonio Bautista Air Base,Puerto Princesa,PH,PH-PLW,AS,large_airport,1,8530,9.74204,118.75911
RPVR,RXS,Roxas Airport,Roxas City,PH,PH-CAP,AS,medium_airport,1,6201,11.59770,122.75200
RPVS,EUQ,Evelio Javier Airport,San Jose,PH,PH-ANT,AS,medium_airport,1,3937,10.76664,121.93251
RPVU,TBH,Tugdan Airport,Tablas Island,PH,PH-ROM,AS,medium_airport,1,4560,12.31100,122.08500
RPVV,USU,Francisco B. Reyes (Busuanga) Airport,Coron,PH,PH-PLW,AS,medium_airport,1,3300,12.12186,120.10080
SAAC,COC,Comodoro Pierrestegui Airport,Concordia,AR,AR-E,SA,medium_airport,1,5249,-31.29690,-57.99660
SAAG,GHU,Gualeguaychu Airport,Gualeguaychu,AR,AR-E,SA,medium_airport,2,4364,-33.00557,-58.61283
SAAP,PRA,General Urquiza Airport,Parana,AR,AR-E,SA,medium_airport,1,6890,-31.79480,-60.48040
SAAR,ROS,Rosario Islas Malvinas International Airport,Rosario,AR,AR-S,SA,large_airport,1,9842,-32.90360,-60.78500
SAAV,SFN,Sauce Viejo Airport,Santa Fe,AR,AR-S,SA,medium_airport,1,7628,-31.71170,-60.81170
SABE,AEP,Aeroparque Jorge Newbery,Buenos Aires,AR,AR-C,SA,large_airport,1,7710,-34.55942,-58.41554
SACO,COR,Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport,Cordoba,AR,AR-X,SA,large_airport,2,10499,-31.31235,-64.20833
SACT,,Chamical Airport,Gobernador Gordillo,AR,AR-F,SA,medium_airport,0,,-30.34530,-66.29407
SADF,,San Fernando Airport,San Fernando,AR,AR-B,SA,medium_airport,1,5909,-34.45320,-58.58960
SADL,LPG,La Plata Airport,La Plata,AR,AR-B,SA,medium_airport,1,4682,-34.97220,-57.89470
SADP,EPA,El Palomar Airport,El Palomar,AR,AR-B,SA,medium_airport,1,6923,-34.60990,-58.61260
SAEZ,EZE,Ezeiza International Airport - Ministro Pistarini,Buenos Aires (Ezeiza),AR,AR-B,SA,large_airport,2,10827,-34.82220,-58.53580
SAHS,RDS,Rincon De Los Sauces Airport,Rincon de los Sauces,AR,AR-Q,SA,medium_airport,1,4921,-37.39060,-68.90420
SAHZ,APZ,Zapala Airport,Zapala,AR,AR-Q,SA,medium_airport,1,7218,-38.97550,-70.11360
SAME,MDZ,Governor Francisco Gabrielli International Airport,Mendoza,AR,AR-M,SA,large_airport,1,9301,-32.83170,-68.79290
SAMM,LGS,Comodoro D.R. Salomón Airport,Malargue,AR,AR-M,SA,medium_airport,2,8694,-35.49360,-69.57430
SAMR,AFA,Suboficial Ay Santiago Germano Airport,San Rafael,AR,AR-M,SA,medium_airport,1,6923,-34.58830,-68.40390
SANC,CTC,Coronel Felipe Varela International Airport,Catamarca,AR,AR-K,SA,medium_airport,1,9186,-28.59312,-65.75120
SANE,SDE,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago del Estero,AR,AR-G,SA,medium_airport,1,7946,-27.76556,-64.31000
SANL,IRJ,Capitan V A Almonacid Airport,La Rioja,AR,AR-F,SA,medium_airport,1,9383,-29.38160,-66.79580
SANR,RHD,Termas de Río Hondo international Airport,Termas de Río Hondo,AR,AR-G,SA,medium_airport,1,8232,-27.49660,-64.93595
SANT,TUC,Teniente Benjamín Matienzo International Airport,San Miguel de Tucumán,AR,AR-T,SA,large_airport,1,11483,-26.83740,-65.10420
SANU,UAQ,Domingo Faustino Sarmiento Airport,San Juan,AR,AR-J,SA,medium_airport,1,8071,-31.57150,-68.41820
SAOC,RCU,Area De Material Airport,Rio Cuarto,AR,AR-X,SA,medium_airport,2,7431,-33.08510,-64.26130
SAOD,VDR,Villa Dolores Airport,Villa Dolores,AR,AR-X,SA,medium_airport,1,4593,-31.94520,-65.14630
