priority,icao,iata,name,city,country,region,continent,kind,runways,longest_ft,why
2,OIKQ,GSM,Qeshm International Airport,Qeshm(Dayrestan),IR,IR-22,AS,large_airport,1,13864,share of AS/IR
2,OIIP,PYK,Payam International Airport,Karaj,IR,IR-32,AS,large_airport,1,12005,share of AS/IR
2,OIBK,KIH,Kish International Airport,Kish Island,IR,IR-22,AS,large_airport,1,12004,share of AS/IR
2,OIAW,AWZ,Qasem Soleimani International Airport,Ahvaz,IR,IR-06,AS,large_airport,1,11149,share of AS/IR
2,OIZC,ZBR,Chabahar Konarak International Airport,Konarak,IR,IR-11,AS,medium_airport,2,12514,share of AS/IR
2,OIBP,PGU,Persian Gulf International Airport,Khiyaroo,IR,IR-18,AS,medium_airport,1,13115,share of AS/IR
2,OINZ,SRY,Sari Dasht-e Naz International Airport,Sari,IR,IR-02,AS,medium_airport,1,8688,share of AS/IR
2,OIBL,BDH,Bandar Lengeh International Airport,Bandar Lengeh,IR,IR-22,AS,medium_airport,1,8203,share of AS/IR
2,OIBB,BUZ,Bushehr Airport,Bushehr,IR,IR-18,AS,medium_airport,2,14664,share of AS/IR
2,OIHS,NUJ,Nojeh Air Base,Amirabad,IR,IR-13,AS,medium_airport,2,14300,share of AS/IR
2,OIAD,DEF,Dezful Airport,Dezful,IR,IR-06,AS,medium_airport,2,12641,share of AS/IR
2,OICC,KSH,Shahid Ashrafi Esfahani Airport,Kermanshah,IR,IR-05,AS,medium_airport,2,11213,share of AS/IR
2,OIFP,,Badr Air Base,Esfahan,IR,IR-10,AS,medium_airport,2,10920,share of AS/IR
2,OINR,RZR,Ramsar Airport,Ramsar,IR,IR-02,AS,medium_airport,2,7448,share of AS/IR
2,OIAI,QMJ,Shahid Asiyaee Airport,Masjed Soleyman,IR,IR-06,AS,medium_airport,2,5907,share of AS/IR
2,OIYY,AZD,Shahid Sadooghi Airport,Yazd,IR,IR-21,AS,medium_airport,1,13446,share of AS/IR
2,OIMC,CKT,Sarakhs Airport,Sarakhs,IR,IR-09,AS,medium_airport,1,13076,share of AS/IR
2,OIKY,SYJ,Sirjan Airport,Sirjan,IR,IR-08,AS,medium_airport,1,12356,share of AS/IR
2,OIKM,BXR,Bam Airport,Bam,IR,IR-08,AS,medium_airport,1,11107,share of AS/IR
2,OING,GBT,Gorgan Airport,Gorgan,IR,IR-27,AS,medium_airport,1,10827,share of AS/IR
2,OITU,IMQ,Maku National Airport,Showt,IR,IR-04,AS,medium_airport,1,10827,share of AS/IR
2,OITL,ADU,Ardabil Airport,Ardabil,IR,IR-24,AS,medium_airport,1,10823,share of AS/IR
2,OIFS,CQD,Shahrekord Airport,Shahrekord,IR,IR-14,AS,medium_airport,1,10819,share of AS/IR
2,OITR,OMH,Urmia Airport,Urmia,IR,IR-04,AS,medium_airport,1,10658,share of AS/IR
2,OIHH,HDM,Hamadan Airport,Hamadan,IR,IR-13,AS,medium_airport,1,10611,share of AS/IR
2,OIMN,BJB,Bojnord Airport,Bojnord,IR,IR-28,AS,medium_airport,1,10582,share of AS/IR
2,OICK,KHD,Khoram Abad Airport,,IR,IR-15,AS,medium_airport,1,10498,share of AS/IR
2,OIMS,AFZ,Sabzevar National Airport,Sabzevar,IR,IR-09,AS,medium_airport,1,10428,share of AS/IR
2,OISL,LRR,Lar Airport,Lar,IR,IR-07,AS,medium_airport,1,10397,share of AS/IR
2,OISR,LFM,Lamerd Airport,Lamerd,IR,IR-07,AS,medium_airport,1,10020,share of AS/IR
2,OJAI,AMM,Queen Alia International Airport,Amman,JO,JO-AM,AS,large_airport,2,12008,share of AS/JO
2,OJAM,ADJ,Marka International (Amman Civil) Airport,Amman,JO,JO-AM,AS,large_airport,1,10745,share of AS/JO
2,OJAQ,AQJ,King Hussein International Airport,Aqaba,JO,JO-AQ,AS,large_airport,1,9855,share of AS/JO
2,RJTT,HND,Tokyo Haneda International Airport,Tokyo,JP,JP-13,AS,large_airport,4,11024,share of AS/JP
2,RJAA,NRT,Narita International Airport,Narita,JP,JP-12,AS,large_airport,2,13123,share of AS/JP
2,RJBB,KIX,Kansai International Airport,Osaka,JP,JP-27,AS,large_airport,2,13123,share of AS/JP
2,RJOO,ITM,Osaka Itami International Airport,Osaka,JP,JP-27,AS,large_airport,2,9840,share of AS/JP
2,ROAH,OKA,Naha International Airport,Naha,JP,JP-47,AS,large_airport,2,9840,share of AS/JP
2,RJGG,NGO,Chubu Centrair International Airport,Tokoname,JP,JP-23,AS,large_airport,1,11483,share of AS/JP
2,RJFS,HSG,Kyushu Saga International Airport,Saga,JP,JP-41,AS,large_airport,1,6562,share of AS/JP
2,RODN,DNA,Kadena Air Base,Okinawa,JP,JP-47,AS,large_airport,2,12100,share of AS/JP
2,RJCC,CTS,New Chitose Airport,Sapporo,JP,JP-01,AS,large_airport,2,9843,share of AS/JP
2,RJSS,SDJ,Sendai Airport,Natori,JP,JP-04,AS,large_airport,2,9842,share of AS/JP
2,RJFF,FUK,Fukuoka Airport,Fukuoka,JP,JP-40,AS,large_airport,2,9186,share of AS/JP
2,RJAH,IBR,Ibaraki Airport,Omitama,JP,JP-08,AS,large_airport,2,8858,share of AS/JP
2,RJSN,KIJ,Niigata Airport,Niigata,JP,JP-15,AS,large_airport,2,8200,share of AS/JP
2,RJSA,AOJ,Aomori Airport,Aomori,JP,JP-02,AS,large_airport,1,9846,share of AS/JP
2,RJOB,OKJ,Okayama Momotaro Airport,Okayama,JP,JP-33,AS,large_airport,1,9843,share of AS/JP
2,RJCH,HKD,Hakodate Airport,Hakodate,JP,JP-01,AS,large_airport,1,9842,share of AS/JP
2,RJOA,HIJ,Hiroshima Airport,Hiroshima,JP,JP-34,AS,large_airport,1,9842,share of AS/JP
2,RJFK,KOJ,Kagoshima Airport,Kagoshima,JP,JP-46,AS,large_airport,1,9840,share of AS/JP
2,RJFT,KMJ,Kumamoto Airport,Kumamoto,JP,JP-43,AS,large_airport,1,9840,share of AS/JP
2,RJFU,NGS,Nagasaki Airport,Nagasaki,JP,JP-42,AS,large_airport,1,9840,share of AS/JP
2,RJNK,KMQ,Komatsu Airport / JASDF Komatsu Air Base,Kanazawa,JP,JP-17,AS,large_airport,1,8876,share of AS/JP
2,RJOK,KCZ,Kochi Ryoma Airport,Nankoku,JP,JP-39,AS,large_airport,1,8203,share of AS/JP
2,RJBE,UKB,Kobe Airport,Kobe,JP,JP-28,AS,large_airport,1,8202,share of AS/JP
2,RJFR,KKJ,Kitakyushu Airport,Kitakyushu,JP,JP-40,AS,large_airport,1,8202,share of AS/JP
2,RJFM,KMI,Miyazaki Airport,Miyazaki,JP,JP-45,AS,large_airport,1,8200,share of AS/JP
2,RJOM,MYJ,Matsuyama Airport,Matsuyama,JP,JP-38,AS,large_airport,1,8200,share of AS/JP
2,RJOT,TAK,Takamatsu Airport,Takamatsu,JP,JP-37,AS,large_airport,1,8200,share of AS/JP
2,RJNS,FSZ,Mount Fuji Shizuoka Airport,Makinohara / Shimada,JP,JP-22,AS,large_airport,1,7218,share of AS/JP
2,RJOS,TKS,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,Tokushima,JP,JP-36,AS,large_airport,1,6560,share of AS/JP
2,RJSH,HHE,JMSDF Hachinohe Air Base / Hachinohe Airport,Hachinohe,JP,JP-02,AS,medium_airport,3,7380,share of AS/JP
2,RJCJ,,JASDF Chitose Air Base,Chitose,JP,JP-01,AS,medium_airport,2,13124,share of AS/JP
2,RJST,,JASDF Matsushima Air Base,Ishinomaki,JP,JP-04,AS,medium_airport,2,8860,share of AS/JP
2,RJOI,IWK,Iwakuni Kintaikyo Airport,Iwakuni,JP,JP-35,AS,medium_airport,2,8000,share of AS/JP
2,RJFY,,JMSDF Kanoya Air Base,Kanoya,JP,JP-46,AS,medium_airport,2,7382,share of AS/JP
2,RJNO,OKI,Oki Global Geopark Airport,Okinoshima,JP,JP-32,AS,medium_airport,2,6531,share of AS/JP
2,RJCT,,Tokachi Airport,Obihiro,JP,JP-01,AS,medium_airport,2,4920,share of AS/JP
2,RJOY,,Yao Airport,Yao,JP,JP-27,AS,medium_airport,2,4890,share of AS/JP
2,RJOF,,JASDF Hofu Airfield,Hofu,JP,JP-35,AS,medium_airport,2,4856,share of AS/JP
2,RJTY,OKO,Yokota Air Base,Fussa,JP,JP-13,AS,medium_airport,1,11000,share of AS/JP
2,RJSM,MSJ,Misawa Airport / Misawa Air Base,Misawa,JP,JP-02,AS,medium_airport,1,10000,share of AS/JP
2,RORS,SHI,Shimojishima Airport,Miyakojima,JP,JP-47,AS,medium_airport,1,9842,share of AS/JP
2,RJFO,OIT,Oita Airport,Oita,JP,JP-44,AS,medium_airport,1,9840,share of AS/JP
2,ROTM,,Futenma Marine Corps Air Station,,JP,JP-47,AS,medium_airport,1,9000,share of AS/JP
2,RJNA,NKM,Nagoya Airport / JASDF Komaki Air Base,Nagoya,JP,JP-23,AS,medium_airport,1,8990,share of AS/JP
2,RJNG,QGU,Gifu Airport,Gifu,JP,JP-21,AS,medium_airport,1,8860,share of AS/JP
2,RJAW,IWO,Ioto (Iwo Jima) Airbase,Ogasawara,JP,JP-13,AS,medium_airport,1,8700,share of AS/JP
2,RJNH,,JASDF Hamamatsu Air Base,Hamamatsu,JP,JP-22,AS,medium_airport,1,8366,share of AS/JP
2,RJCB,OBO,Tokachi-Obihiro Airport,Obihiro,JP,JP-01,AS,medium_airport,1,8202,share of AS/JP
2,RJCK,KUH,Kushiro Airport,Kushiro,JP,JP-01,AS,medium_airport,1,8202,share of AS/JP
2,RJCM,MMB,Memanbetsu Airport,Ōzora,JP,JP-01,AS,medium_airport,1,8202,share of AS/JP
2,RJOH,YGJ,Yonago Kitaro Airport / JASDF Miho Air Base,Yonago,JP,JP-31,AS,medium_airport,1,8202,share of AS/JP
2,RJSF,FKS,Fukushima Airport,Sukagawa,JP,JP-07,AS,medium_airport,1,8202,share of AS/JP
2,RJSI,HNA,Iwate Hanamaki Airport,Hanamaki,JP,JP-03,AS,medium_airport,1,8202,share of AS/JP
2,RJDC,UBJ,Yamaguchi Ube Airport,Ube,JP,JP-35,AS,medium_airport,1,8200,share of AS/JP
2,RJEC,AKJ,Asahikawa Airport,Higashikagura,JP,JP-01,AS,medium_airport,1,8200,share of AS/JP
2,RJSK,AXT,Akita Airport,Akita,JP,JP-05,AS,medium_airport,1,8200,share of AS/JP
2,RJTA,NJA,JMSDF Atsugi Air Base / Naval Air Facility Atsugi,Ayase / Yamato,JP,JP-14,AS,medium_airport,1,8000,share of AS/JP
2,RJFZ,,JASDF Tsuiki Air Base,Tsuiki,JP,JP-40,AS,medium_airport,1,7870,share of AS/JP
2,RJTL,,JMSDF Shimofusa Air Base,Matsudo,JP,JP-12,AS,medium_airport,1,7380,share of AS/JP
2,RJTH,HAC,Hachijojima Airport,Hachijojima,JP,JP-13,AS,medium_airport,1,6563,share of AS/JP
2,RJEB,MBE,Monbetsu Airport,Monbetsu,JP,JP-01,AS,medium_airport,1,6562,share of AS/JP
2,RJNT,TOY,Toyama Kitokito Airport,Toyama,JP,JP-16,AS,medium_airport,1,6562,share of AS/JP
2,RJNW,NTQ,Noto Satoyama Airport,Wajima,JP,JP-17,AS,medium_airport,1,6562,share of AS/JP
2,RJOC,IZO,Izumo Enmusubi Airport,Izumo,JP,JP-32,AS,medium_airport,1,6562,share of AS/JP
2,RJOR,TTJ,Tottori Sand Dunes Conan Airport,Tottori,JP,JP-31,AS,medium_airport,1,6562,share of AS/JP
2,RJOW,IWJ,Iwami Airport,Masuda,JP,JP-32,AS,medium_airport,1,6562,share of AS/JP
2,RJSR,ONJ,Odate Noshiro Airport,Kitaakita,JP,JP-05,AS,medium_airport,1,6562,share of AS/JP
2,RJTJ,,Iruma Air Base,Sayama,JP,JP-13,AS,medium_airport,1,6562,share of AS/JP
2,ROIG,ISG,New Ishigaki Airport,Ishigaki,JP,JP-47,AS,medium_airport,1,6562,share of AS/JP
2,ROKJ,UEO,Kumejima Airport,Kumejima,JP,JP-47,AS,medium_airport,1,6562,share of AS/JP
2,RJFE,FUJ,Fukue Airport,Goto,JP,JP-42,AS,medium_airport,1,6561,share of AS/JP
2,UCFL,IKU,Issyk-Kul International Airport,Tamchy,KG,KG-Y,AS,large_airport,1,12467,share of AS/KG
2,UCFM,BSZ,Manas International Airport,Bishkek,KG,KG-C,AS,large_airport,0,0,share of AS/KG
2,UCFO,OSS,Osh International Airport,Osh,KG,KG-O,AS,large_airport,0,0,share of AS/KG
2,UCFK,IKG,Karakol International Airport,Karakol,KG,KG-Y,AS,medium_airport,0,0,share of AS/KG
2,UAFW,,Kant Air Base,Kant,KG,KG-C,AS,medium_airport,1,8859,share of AS/KG
2,VDSA,SAI,Siem Reap-Angkor International Airport,Siem Reap,KH,KH-17,AS,large_airport,1,11827,share of AS/KH
2,VDPP,PNH,Phnom Penh International Airport,Phnom Penh (Pou Senchey),KH,KH-12,AS,large_airport,1,9843,share of AS/KH
2,VDSV,KOS,Sihanouk International Airport,Preah Sihanouk,KH,KH-18,AS,large_airport,1,8202,share of AS/KH
2,VDDS,DSY,Dara Sakor International Airport,Ta Noun,KH,KH-9,AS,large_airport,0,0,share of AS/KH
2,VDTI,KTI,Techo International Airport,Phnom Penh (Boeng Khyang),KH,KH-8,AS,large_airport,0,0,share of AS/KH
2,ZKPY,FNJ,Pyongyang Sunan International Airport,Pyongyang,KP,KP-01,AS,large_airport,1,11490,share of AS/KP
2,ZKWS,WOS,Wonsan Kalma Airport,Wonsan,KP,KP-07,AS,medium_airport,2,11482,share of AS/KP
2,ZKSD,DSO,Sondok Airport,Sŏndŏng-ni,KP,KP-08,AS,medium_airport,1,8210,share of AS/KP
2,ZKHM,RGO,Orang (Chongjin) Airport,Hoemun-ri,KP,KP-09,AS,medium_airport,1,8202,share of AS/KP
2,ZKHW,,Hwangju Airbase,Hwangju,KP,KP-06,AS,medium_airport,0,0,share of AS/KP
2,RKSI,ICN,Incheon International Airport,Seoul,KR,KR-28,AS,large_airport,4,13123,share of AS/KR
2,RKSS,GMP,Seoul Gimpo International Airport,Seoul,KR,KR-11,AS,large_airport,2,11811,share of AS/KR
2,RKPK,PUS,Gimhae International Airport,Busan,KR,KR-26,AS,large_airport,2,10499,share of AS/KR
2,RKPC,CJU,Jeju International Airport,Jeju City,KR,KR-49,AS,large_airport,2,10433,share of AS/KR
2,RKTN,TAE,Daegu International Airport,Daegu,KR,KR-27,AS,large_airport,2,9039,share of AS/KR
2,RKTU,CJJ,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Cheongju,KR,KR-43,AS,large_airport,2,9000,share of AS/KR
2,RKJB,MWX,Muan International Airport,Muan (Piseo-ri),KR,KR-46,AS,large_airport,1,9186,share of AS/KR
2,RKNY,YNY,Yangyang International Airport,Gonghang-ro,KR,KR-42,AS,large_airport,1,8202,share of AS/KR
2,RKSW,SWU,Suwon Airport,Suwon,KR,KR-41,AS,medium_airport,3,9000,share of AS/KR
2,RKSM,SSN,Seoul Air Base (K-16),Seongnam,KR,KR-41,AS,medium_airport,2,9700,share of AS/KR
2,RKTI,JWO,Jungwon Air Base/Chungju Airport,Gimseang-ro,KR,KR-43,AS,medium_airport,2,9330,share of AS/KR
2,RKJJ,KWJ,Gwangju Airport,Gwangju,KR,KR-29,AS,medium_airport,2,9300,share of AS/KR
2,RKSO,OSN,Osan Air Base,Pyeongtaek,KR,KR-41,AS,medium_airport,2,9004,share of AS/KR
2,RKPS,HIN,Sacheon Airport / Sacheon Air Base,Sacheon,KR,KR-48,AS,medium_airport,2,9000,share of AS/KR
2,RKPD,JDG,Jeongseok Airport,Jeju Island,KR,KR-49,AS,medium_airport,2,7589,share of AS/KR
2,OKKK,KWI,Kuwait International Airport,Kuwait City,KW,KW-FA,AS,large_airport,3,15026,share of AS/KW
2,OKAS,,Ali Al Salem Air Base,Al Damaikhi,KW,KW-JA,AS,medium_airport,2,9805,share of AS/KW
2,UAAA,ALA,Almaty International Airport,Almaty,KZ,KZ-ALA,AS,large_airport,2,14764,share of AS/KZ
2,UASS,PLX,Semei International Airport,Semey,KZ,KZ-ABA,AS,large_airport,2,10159,share of AS/KZ
2,UASK,UKK,Oskemen International Airport,Ust-Kamenogorsk (Oskemen),KZ,KZ-VOS,AS,large_airport,2,8234,share of AS/KZ
2,UACC,NQZ,Nursultan Nazarbayev International Airport,Astana,KZ,KZ-AST,AS,large_airport,1,11484,share of AS/KZ
2,UAIT,HSA,Hazrat Sultan International Airport,Turkıstan,KZ,KZ-YUZ,AS,large_airport,1,10827,share of AS/KZ
2,UATT,AKX,Aktobe International Airport,Aktobe,KZ,KZ-AKT,AS,large_airport,1,10505,share of AS/KZ
2,UAOL,BXY,Baikonur Krayniy International Airport,Baikonur,KZ,KZ-BAY,AS,large_airport,1,10500,share of AS/KZ
2,UATE,SCO,Aktau International Airport,Aktau,KZ,KZ-MAN,AS,large_airport,1,10013,share of AS/KZ
2,UATG,GUW,Atyrau International Airport,Atyrau,KZ,KZ-ATY,AS,large_airport,1,9842,share of AS/KZ
2,UADD,DMB,Taraz International Airport,Taraz,KZ,KZ-ZHA,AS,large_airport,1,9514,share of AS/KZ
2,UAUU,KSN,Kostanay International Airport,Kostanay,KZ,KZ-KUS,AS,large_airport,1,9229,share of AS/KZ
2,UAII,CIT,Shymkent International Airport,Shymkent,KZ,KZ-YUZ,AS,large_airport,1,9186,share of AS/KZ
2,UARR,URA,Manshuk Mametova International Airport,Uralsk,KZ,KZ-ZAP,AS,large_airport,1,9183,share of AS/KZ
2,UAOO,KZO,Korkyt Ata International Airport,Kyzylorda,KZ,KZ-KZY,AS,large_airport,1,8858,share of AS/KZ
2,UACK,KOV,Kokshetau International Airport,Kokshetau,KZ,KZ-AKM,AS,large_airport,1,8325,share of AS/KZ
2,UASP,PWQ,Pavlodar International Airport,Pavlodar,KZ,KZ-PAV,AS,large_airport,1,8202,share of AS/KZ
2,UACP,PPK,Petropavl International Airport,Petropavl,KZ,KZ-SEV,AS,large_airport,1,8190,share of AS/KZ
2,VLVT,VTE,Wattay International Airport,Vientiane,LA,LA-VT,AS,large_airport,1,9843,share of AS/LA
2,VLLB,LPQ,Luang Phabang International Airport,Luang Phabang,LA,LA-LP,AS,large_airport,1,8202,share of AS/LA
2,VLPS,PKZ,Pakse International Airport,Pakse,LA,LA-CH,AS,large_airport,1,7874,share of AS/LA
2,VLBK,BOR,Bokeo International Airport,Ton Phueng,LA,LA-BK,AS,medium_airport,0,0,share of AS/LA
2,OLBA,BEY,Beirut Rafic Hariri International Airport,Beirut,LB,LB-JL,AS,large_airport,3,12467,share of AS/LB
2,OLKA,KYE,Rene Mouawad Air Base,Tripoli,LB,LB-AS,AS,medium_airport,1,9843,share of AS/LB
2,OLRA,,Rayak Air Base,Rayak,LB,LB-BI,AS,medium_airport,1,9740,share of AS/LB
2,VCBI,CMB,Bandaranaike International Colombo Airport,Colombo,LK,LK-1,AS,large_airport,1,10991,share of AS/LK
2,VCCC,RML,Colombo Ratmalana International Airport,Colombo,LK,LK-1,AS,large_airport,1,6013,share of AS/LK
2,VCCJ,JAF,Jaffna International Airport,Jaffna,LK,LK-4,AS,large_airport,1,4593,share of AS/LK
2,VCRI,HRI,Mattala Rajapaksa International Airport,Mattala,LK,LK-3,AS,medium_airport,1,11483,share of AS/LK
2,VCCB,BTC,Batticaloa International Airport,Batticaloa,LK,LK-5,AS,medium_airport,1,5118,share of AS/LK
2,VCCT,TRR,China Bay Airport,Trincomalee,LK,LK-5,AS,medium_airport,1,7850,share of AS/LK
2,VYMD,MDL,Mandalay International Airport,Mandalay,MM,MM-04,AS,large_airport,1,14003,share of AS/MM
2,VYNT,NYT,Nay Pyi Taw International Airport,Naypyitaw,MM,MM-04,AS,large_airport,1,12000,share of AS/MM
2,VYYY,RGN,Yangon International Airport,Yangon,MM,MM-06,AS,large_airport,1,11200,share of AS/MM
2,VYDW,TVY,Dawei Airport,Dawei,MM,MM-05,AS,medium_airport,1,12013,share of AS/MM
2,VYNS,NMS,Namsang Airport,Namsang,MM,MM-17,AS,medium_airport,1,12005,share of AS/MM
2,VYNP,,Nampong Air Base,Myitkyina,MM,MM-11,AS,medium_airport,1,11025,share of AS/MM
2,VYME,MGZ,Myeik Airport,Mkeik,MM,MM-05,AS,medium_airport,1,8795,share of AS/MM
2,VYST,,Shante Air Base,Meiktila,MM,MM-04,AS,medium_airport,1,8501,share of AS/MM
2,VYHH,HEH,Heho Airport,Heho,MM,MM-17,AS,medium_airport,1,8500,share of AS/MM
2,VYKG,KET,Kengtung Airport,Kengtung,MM,MM-17,AS,medium_airport,1,7815,share of AS/MM
2,VYPT,PBU,Putao Airport,Putao,MM,MM-11,AS,medium_airport,1,7002,share of AS/MM
2,VYTL,THL,Tachileik Airport,Tachileik,MM,MM-17,AS,medium_airport,1,7002,share of AS/MM
2,VYMK,MYT,Myitkyina Airport,Myitkyina,MM,MM-11,AS,medium_airport,1,6100,share of AS/MM
2,VYSW,AKY,Sittwe Airport,Sittwe,MM,MM-16,AS,medium_airport,1,6001,share of AS/MM
2,ZMUB,ULN,Buyant-Ukhaa International Airport,Ulaanbaatar,MN,MN-1,AS,large_airport,2,10170,share of AS/MN
2,ZMCK,UBN,Ulaanbaatar Chinggis Khaan International Airport,Ulaanbaatar (Sergelen),MN,MN-047,AS,large_airport,1,11811,share of AS/MN
2,ZMUL,ULG,Ölgii Mongolei International Airport,Ölgii,MN,MN-071,AS,medium_airport,1,7874,share of AS/MN
2,ZMKD,HVD,Khovd Airport,Khovd,MN,MN-043,AS,medium_airport,1,9352,share of AS/MN
2,ZMBH,BYN,Bayankhongor Airport,Bayankhongor,MN,MN-069,AS,medium_airport,1,9186,share of AS/MN
2,ZMUG,ULO,Ulaangom Airport,Ulaangom,MN,MN-046,AS,medium_airport,1,8815,share of AS/MN
2,ZMCD,COQ,Choibalsan Airport,,MN,MN-061,AS,medium_airport,1,8530,share of AS/MN
2,ZMMN,MXV,Mörön Airport,Mörön,MN,MN-041,AS,medium_airport,1,7874,share of AS/MN
2,VMMC,MFM,Macau International Airport,Nossa Senhora do Carmo,MO,MO-CAR,AS,large_airport,1,10544,share of AS/MO
2,VRMG,GAN,Gan International Airport,Gan,MV,MV-01,AS,large_airport,1,12000,share of AS/MV
2,VRMM,MLE,Velana International Airport,Malé,MV,MV-MLE,AS,large_airport,1,11155,share of AS/MV
2,VRMH,HAQ,Hanimaadhoo International Airport,Haa Dhaalu Atoll,MV,MV-23,AS,large_airport,1,8087,share of AS/MV
2,VRDA,NMF,Maafaru International Airport,Noonu Atoll,MV,MV-25,AS,medium_airport,1,9350,share of AS/MV
2,VRMV,VAM,Villa International Airport Maamigili,Maamigili,MV,MV-00,AS,medium_airport,1,5905,share of AS/MV
2,WMKK,KUL,Kuala Lumpur International Airport,Sepang,MY,MY-10,AS,large_airport,3,13530,share of AS/MY
2,WMKL,LGK,Langkawi International Airport,Langkawi,MY,MY-02,AS,large_airport,1,12500,share of AS/MY
2,WMKJ,JHB,Senai International Airport,Johor Bahru,MY,MY-01,AS,large_airport,1,12467,share of AS/MY
2,WBGG,KCH,Kuching International Airport,Kuching,MY,MY-13,AS,large_airport,1,12402,share of AS/MY
2,WBKK,BKI,Kota Kinabalu International Airport,Kota Kinabalu,MY,MY-12,AS,large_airport,1,12402,share of AS/MY
2,WMSA,SZB,Sultan Abdul Aziz Shah International Airport,Subang,MY,MY-10,AS,large_airport,1,12401,share of AS/MY
2,WMKP,PEN,Penang International Airport,Penang,MY,MY-07,AS,large_airport,1,10997,share of AS/MY
2,WMKI,IPH,Sultan Azlan Shah Airport,Ipoh,MY,MY-08,AS,large_airport,1,5900,share of AS/MY
2,WMKM,MKZ,Malacca International Airport,Malacca,MY,MY-04,AS,medium_airport,1,7005,share of AS/MY
2,WMKN,TGG,Sultan Mahmud Airport,Kuala Terengganu,MY,MY-11,AS,medium_airport,1,11417,share of AS/MY
2,WMKD,KUA,Kuantan Airport,Kuantan,MY,MY-06,AS,medium_airport,1,9200,share of AS/MY
2,WBGS,SBW,Sibu Airport,Sibu,MY,MY-13,AS,medium_airport,1,9036,share of AS/MY
2,WBGB,BTU,Bintulu Airport,Bintulu,MY,MY-13,AS,medium_airport,1,9006,share of AS/MY
2,WBGR,MYY,Miri Airport,Miri,MY,MY-13,AS,medium_airport,1,9006,share of AS/MY
2,WBKL,LBU,Labuan Airport,Labuan,MY,MY-15,AS,medium_airport,1,9006,share of AS/MY
2,WMKA,AOR,Sultan Abdul Halim Airport,Alor Satar,MY,MY-02,AS,medium_airport,1,9005,share of AS/MY
2,WBKW,TWU,Tawau Airport,Tawau,MY,MY-12,AS,medium_airport,1,8800,share of AS/MY
2,WBKS,SDK,Sandakan Airport,Sandakan,MY,MY-12,AS,medium_airport,1,8202,share of AS/MY
2,WMKB,BWH,RMAF Butterworth Air Base,Butterworth,MY,MY-07,AS,medium_airport,1,8000,share of AS/MY
2,VNKT,KTM,Tribhuvan International Airport,Kathmandu,NP,NP-P3,AS,large_airport,1,10991,share of AS/NP
2,VNBW,BWA,Gautam Buddha International Airport,Siddharthanagar (Bhairahawa),NP,NP-P5,AS,large_airport,1,9843,share of AS/NP
2,VNPR,PHH,Pokhara International Airport,Pokhara,NP,NP-P4,AS,large_airport,0,0,share of AS/NP
2,VNVT,BIR,Biratnagar Airport,Biratnagar,NP,NP-P1,AS,medium_airport,1,4937,share of AS/NP
2,VNNG,KEP,Nepalgunj Airport,Nepalgunj,NP,NP-P5,AS,medium_airport,1,4935,share of AS/NP
2,VNPK,PKR,Pokhara Domestic Airport,Pokhara,NP,NP-P4,AS,medium_airport,1,4720,share of AS/NP
2,OOMS,MCT,Muscat International Airport,Muscat/Seeb,OM,OM-MA,AS,large_airport,2,13386,share of AS/OM
2,OOSH,OHS,Suhar International Airport,Suhar,OM,OM-BA,AS,large_airport,1,13173,share of AS/OM
2,OOSA,SLL,Salalah International Airport,Salalah,OM,OM-ZU,AS,large_airport,1,13123,share of AS/OM
2,OODQ,DQM,Duqm International Airport,Duqm,OM,OM-WU,AS,large_airport,0,0,share of AS/OM
2,OOMA,MSH,RAFO Masirah,Masirah,OM,OM-SH,AS,medium_airport,2,10005,share of AS/OM
2,OOTH,TTH,Thumrait Air Base,Thumrait,OM,OM-ZU,AS,medium_airport,1,13123,share of AS/OM
2,RPLL,MNL,Ninoy Aquino International Airport,Manila (Pasay),PH,PH-00,AS,large_airport,2,12261,share of AS/PH
2,RPVM,CEB,Mactan Cebu International Airport,Cebu City/Lapu-Lapu City,PH,PH-CEB,AS,large_airport,2,10860,share of AS/PH
2,RPMR,GES,General Santos International Airport,General Santos,PH,PH-SCO,AS,large_airport,1,10587,share of AS/PH
2,RPLC,CRK,Clark International Airport / Clark Air Base,Mabalacat,PH,PH-PAM,AS,large_airport,1,10499,share of AS/PH
2,RPMD,DVO,Francisco Bangoy International Airport,Davao,PH,PH-DVO,AS,large_airport,1,9842,share of AS/PH
2,RPLI,LAO,Laoag International Airport,Laoag City,PH,PH-ILN,AS,large_airport,1,9120,share of AS/PH
2,RPLB,SFS,Subic Bay International Airport / Naval Air Station Cubi Point,Olongapo,PH,PH-ZMB,AS,large_airport,1,9003,share of AS/PH
2,RPMZ,ZAM,Zamboanga International Airport,Zamboanga,PH,PH-ZMC,AS,large_airport,1,8560,share of AS/PH
2,RPVP,PPS,Puerto Princesa International Airport / PAF Antonio Bautista Air Base,Puerto Princesa,PH,PH-PLW,AS,large_airport,1,8530,share of AS/PH
2,RPLK,DRP,Bicol International Airport,Legazpi,PH,PH-ALB,AS,large_airport,1,8202,share of AS/PH
2,RPSP,TAG,Bohol-Panglao International Airport,Panglao,PH,PH-BOH,AS,large_airport,1,8202,share of AS/PH
